Geneid	SRR5364316	SRR5364317	SRR5364318	SRR5364321	SRR5364323	SRR5364330
ENSMUSG00000127758	0	0	0	0	0	0
ENSMUSG00000127759	0	0	0	0	0	0
ENSMUSG00000127760	2	0	0	2	0	5
ENSMUSG00000127761	0	0	0	0	0	0
ENSMUSG00000127762	0	0	1	0	1	0
ENSMUSG00000127763	0	0	0	0	0	0
ENSMUSG00000127764	0	0	0	0	0	0
ENSMUSG00000127765	0	1	1	1	1	1
ENSMUSG00000127766	0	0	0	0	0	0
ENSMUSG00000127767	0	0	0	0	0	0
ENSMUSG00000127768	0	1	0	0	0	0
ENSMUSG00000127769	1	0	0	0	1	0
ENSMUSG00000127770	3	4	5	1	1	2
ENSMUSG00000127771	0	0	0	0	0	0
ENSMUSG00000127772	2	1	0	1	3	1
ENSMUSG00000127773	3	6	2	7	7	8
ENSMUSG00000127774	0	0	0	0	1	0
ENSMUSG00000127776	0	0	0	0	0	0
ENSMUSG00000127777	0	0	0	0	0	0
ENSMUSG00000127778	5	7	3	7	5	3
ENSMUSG00000127779	0	0	0	0	0	1
ENSMUSG00000127780	0	0	0	0	0	0
ENSMUSG00000127781	0	1	0	0	0	0
ENSMUSG00000127782	52	45	51	53	57	64
ENSMUSG00000127783	0	0	1	0	0	1
ENSMUSG00000127784	2	0	0	1	2	0
ENSMUSG00000127785	5	4	4	4	1	8
ENSMUSG00000127786	0	0	0	0	0	0
ENSMUSG00000127787	0	1	0	0	1	0
ENSMUSG00000127788	3	3	4	8	4	8
ENSMUSG00000127789	0	0	0	0	0	0
ENSMUSG00000127791	196	208	163	251	172	219
ENSMUSG00000127792	0	0	0	0	0	0
ENSMUSG00000127793	0	0	0	0	0	1
ENSMUSG00000127794	11	10	17	5	12	1
ENSMUSG00000127795	0	0	0	2	0	1
ENSMUSG00000127796	0	0	0	0	0	0
ENSMUSG00000127797	7	6	12	11	16	25
ENSMUSG00000127798	5	8	6	5	4	7
ENSMUSG00000127799	0	0	0	0	0	0
ENSMUSG00000127800	1	1	0	0	0	1
ENSMUSG00000127801	0	0	0	0	0	0
ENSMUSG00000127802	1	0	0	0	0	0
ENSMUSG00000127803	0	0	0	0	0	0
ENSMUSG00000127805	0	0	0	0	0	0
ENSMUSG00000127806	11	7	5	13	8	13
ENSMUSG00000127807	0	1	0	0	0	0
ENSMUSG00000127808	0	0	0	0	0	0
ENSMUSG00000127809	1	0	1	0	1	0
ENSMUSG00000127810	18	13	18	18	24	21
ENSMUSG00000127811	2	1	2	0	0	0
ENSMUSG00000127812	0	2	6	5	4	3
ENSMUSG00000127813	14	10	12	14	14	16
ENSMUSG00000127814	0	0	0	0	1	0
ENSMUSG00000127815	0	0	0	0	0	0
ENSMUSG00000127816	0	0	0	1	0	0
ENSMUSG00000127817	11	12	14	8	12	11
ENSMUSG00000127818	0	0	0	0	1	0
ENSMUSG00000127819	9	5	8	12	14	12
ENSMUSG00000127820	0	0	0	0	0	0
ENSMUSG00000127821	0	0	0	0	0	0
ENSMUSG00000127822	0	0	0	0	0	0
ENSMUSG00000127823	0	0	0	0	0	0
ENSMUSG00000127824	15	3	11	12	7	15
ENSMUSG00000127825	0	0	0	0	0	0
ENSMUSG00000127826	3	3	2	5	0	3
ENSMUSG00000127827	10	6	7	14	12	11
ENSMUSG00000127828	0	0	0	1	0	0
ENSMUSG00000127829	0	0	0	0	0	0
ENSMUSG00000127830	0	0	0	0	1	0
ENSMUSG00000127831	0	0	0	0	0	0
ENSMUSG00000127832	0	0	0	1	0	0
ENSMUSG00000127833	0	0	0	0	0	0
ENSMUSG00000127834	4	0	1	4	1	3
ENSMUSG00000127835	0	0	0	0	0	0
ENSMUSG00000127837	1	3	3	1	1	6
ENSMUSG00000127838	1	1	1	1	0	2
ENSMUSG00000127839	0	0	0	0	0	0
ENSMUSG00000127840	0	0	0	0	0	0
ENSMUSG00000127841	0	0	0	0	0	0
ENSMUSG00000127842	0	0	0	0	0	0
ENSMUSG00000127843	1	0	0	0	0	0
ENSMUSG00000127844	101	87	64	56	82	41
ENSMUSG00000127845	0	3	1	2	0	3
ENSMUSG00000127846	1	2	2	0	0	1
ENSMUSG00000127847	0	0	0	0	0	0
ENSMUSG00000127848	0	1	0	1	0	1
ENSMUSG00000127849	43	43	43	48	46	37
ENSMUSG00000127850	1	1	0	2	1	0
ENSMUSG00000127852	0	0	0	0	0	1
ENSMUSG00000127853	1	1	1	0	2	1
ENSMUSG00000127854	11	8	11	8	17	9
ENSMUSG00000127855	0	0	0	0	0	0
ENSMUSG00000127856	0	1	0	0	0	0
ENSMUSG00000127857	1	0	1	4	0	0
ENSMUSG00000127858	1	0	0	0	0	0
ENSMUSG00000127859	0	0	0	0	0	0
ENSMUSG00000127860	0	0	0	0	1	0
ENSMUSG00000127861	0	0	0	0	1	0
ENSMUSG00000127862	2	1	0	5	11	6
ENSMUSG00000127863	0	0	0	0	0	0
ENSMUSG00000127864	0	0	0	0	0	0
ENSMUSG00000127865	0	0	0	0	0	0
ENSMUSG00000127866	0	2	1	4	1	3
ENSMUSG00000127867	0	0	0	0	0	0
ENSMUSG00000127868	0	0	0	0	0	0
ENSMUSG00000127869	1	0	0	0	0	1
ENSMUSG00000127870	1	1	0	0	0	0
ENSMUSG00000127871	0	3	3	1	1	1
ENSMUSG00000127872	0	0	0	0	0	0
ENSMUSG00000127873	0	0	0	0	0	0
ENSMUSG00000127874	11	20	16	11	12	12
ENSMUSG00000127875	0	0	0	0	0	0
ENSMUSG00000127876	0	0	0	0	0	4
ENSMUSG00000127877	0	0	1	0	0	0
ENSMUSG00000127878	0	0	1	2	0	1
ENSMUSG00000127879	8	9	5	8	9	6
ENSMUSG00000127880	0	0	1	0	0	0
ENSMUSG00000127881	0	0	0	1	1	0
ENSMUSG00000127882	0	0	0	0	0	0
ENSMUSG00000127883	0	0	0	0	0	0
ENSMUSG00000127884	0	0	0	0	0	0
ENSMUSG00000127885	0	0	0	1	1	0
ENSMUSG00000127887	0	1	0	0	1	1
ENSMUSG00000127888	9	4	8	9	9	17
ENSMUSG00000127889	0	0	0	0	0	0
ENSMUSG00000127890	0	0	0	0	0	0
ENSMUSG00000127891	0	0	1	0	1	0
ENSMUSG00000127892	0	0	0	0	0	0
ENSMUSG00000127893	0	0	0	0	0	0
ENSMUSG00000127894	0	0	0	0	0	0
ENSMUSG00000127895	0	0	0	0	0	0
ENSMUSG00000127896	0	0	0	1	0	0
ENSMUSG00000127897	0	0	0	1	0	0
ENSMUSG00000127898	1	1	1	2	4	6
ENSMUSG00000127899	0	0	0	0	0	0
ENSMUSG00000127900	0	0	0	0	0	0
ENSMUSG00000127901	1	1	0	0	0	5
ENSMUSG00000127902	17	11	14	10	7	6
ENSMUSG00000127903	0	0	0	0	0	0
ENSMUSG00000127904	1	0	0	2	0	2
ENSMUSG00000127905	0	1	0	0	0	3
ENSMUSG00000127906	0	0	0	0	0	0
ENSMUSG00000127907	0	0	0	0	0	0
ENSMUSG00000127908	0	2	1	0	3	8
ENSMUSG00000127909	0	0	0	0	0	0
ENSMUSG00000127910	0	0	0	0	0	0
ENSMUSG00000127911	12	12	4	6	10	13
ENSMUSG00000127912	0	0	0	0	0	0
ENSMUSG00000127913	0	0	0	0	0	0
ENSMUSG00000127914	6	12	12	12	14	8
ENSMUSG00000127915	1	0	3	4	2	8
ENSMUSG00000127916	0	0	0	0	0	0
ENSMUSG00000127917	17	15	40	21	26	31
ENSMUSG00000127918	0	0	0	0	0	0
ENSMUSG00000127919	0	0	0	0	0	0
ENSMUSG00000127920	0	0	0	0	0	0
ENSMUSG00000127921	3	3	2	11	3	6
ENSMUSG00000127922	1	0	0	0	2	1
ENSMUSG00000127923	0	0	0	0	0	0
ENSMUSG00000127926	4	2	2	0	1	2
ENSMUSG00000127927	0	1	2	4	0	2
ENSMUSG00000127928	0	0	0	1	0	0
ENSMUSG00000127929	0	1	1	0	0	0
ENSMUSG00000127930	0	0	0	0	0	0
ENSMUSG00000127931	4	5	2	5	0	3
ENSMUSG00000127932	7	1	4	11	3	3
ENSMUSG00000127933	8	11	6	5	9	11
ENSMUSG00000127934	0	0	0	0	0	0
ENSMUSG00000127935	0	3	0	1	0	0
ENSMUSG00000127936	0	0	0	0	0	0
ENSMUSG00000127937	3	6	3	4	3	2
ENSMUSG00000127938	0	1	0	0	0	0
ENSMUSG00000127939	0	0	3	0	0	0
ENSMUSG00000127940	6	5	6	3	4	5
ENSMUSG00000127941	1	0	3	0	1	1
ENSMUSG00000127942	1	0	1	1	0	4
ENSMUSG00000127943	0	0	0	0	0	0
ENSMUSG00000127944	0	0	0	0	0	0
ENSMUSG00000127945	0	0	0	0	0	0
ENSMUSG00000127946	0	0	0	0	0	0
ENSMUSG00000127947	0	0	0	0	0	0
ENSMUSG00000127948	1	1	1	0	0	1
ENSMUSG00000127950	0	0	0	0	0	0
ENSMUSG00000127951	0	0	3	1	4	2
ENSMUSG00000127952	0	0	0	0	0	0
ENSMUSG00000127953	1	1	4	1	1	2
ENSMUSG00000127954	0	0	0	0	0	0
ENSMUSG00000127955	0	0	0	0	0	0
ENSMUSG00000127956	0	0	0	1	0	2
ENSMUSG00000127957	1	4	0	2	1	2
ENSMUSG00000127958	3	1	1	2	4	0
ENSMUSG00000127959	0	0	0	0	0	0
ENSMUSG00000127960	0	0	0	0	0	0
ENSMUSG00000127961	0	0	0	0	0	0
ENSMUSG00000127962	0	0	0	2	0	2
ENSMUSG00000127963	1	2	0	2	0	1
ENSMUSG00000127964	0	0	0	0	0	0
ENSMUSG00000127965	0	1	1	2	0	2
ENSMUSG00000127966	1	0	0	0	0	0
ENSMUSG00000127967	3	0	0	1	0	0
ENSMUSG00000127969	0	0	0	0	0	0
ENSMUSG00000127970	0	0	0	0	0	0
ENSMUSG00000127971	0	0	0	0	0	0
ENSMUSG00000127973	4	1	4	0	3	1
ENSMUSG00000127975	0	0	0	0	0	0
ENSMUSG00000127976	2	3	1	6	3	2
ENSMUSG00000127977	134	110	115	108	196	153
ENSMUSG00000127978	0	0	0	0	0	0
ENSMUSG00000127979	6	7	7	9	6	17
ENSMUSG00000127980	1	0	0	0	1	1
ENSMUSG00000127981	1	1	0	0	0	4
ENSMUSG00000127982	12	11	20	33	29	23
ENSMUSG00000127983	0	0	0	0	0	0
ENSMUSG00000127984	7	12	6	8	7	8
ENSMUSG00000127985	0	0	0	0	0	0
ENSMUSG00000127986	0	1	0	0	1	0
ENSMUSG00000127987	0	0	0	0	0	0
ENSMUSG00000127988	0	0	0	0	0	0
ENSMUSG00000127989	0	0	1	1	2	3
ENSMUSG00000127990	0	0	0	0	0	0
ENSMUSG00000127991	0	0	0	0	0	0
ENSMUSG00000127992	1	0	1	1	0	0
ENSMUSG00000127993	4	3	10	6	5	1
ENSMUSG00000127994	7	7	6	2	6	10
ENSMUSG00000127995	1	0	0	1	0	0
ENSMUSG00000127996	0	0	0	0	0	0
ENSMUSG00000127997	0	0	1	1	0	0
ENSMUSG00000127998	0	0	0	0	0	0
ENSMUSG00000127999	0	0	0	0	0	0
ENSMUSG00000128000	0	0	0	0	0	0
ENSMUSG00000128001	0	3	1	1	0	3
ENSMUSG00000128002	1	2	1	0	2	3
ENSMUSG00000128003	1	1	2	0	1	4
ENSMUSG00000128004	0	0	0	0	0	0
ENSMUSG00000128005	0	0	0	0	0	0
ENSMUSG00000128006	0	0	0	0	0	0
ENSMUSG00000128007	0	0	0	0	0	0
ENSMUSG00000128008	0	0	0	0	0	0
ENSMUSG00000128009	0	0	0	0	0	0
ENSMUSG00000128010	15	15	13	19	20	43
ENSMUSG00000128011	0	0	0	0	0	0
ENSMUSG00000128012	2	1	2	0	2	4
ENSMUSG00000128013	0	0	0	0	0	0
ENSMUSG00000128014	0	0	0	0	0	0
ENSMUSG00000128015	0	0	0	0	0	0
ENSMUSG00000128016	0	0	0	0	0	0
ENSMUSG00000128017	0	0	0	0	1	0
ENSMUSG00000128018	0	0	0	0	0	0
ENSMUSG00000128019	0	0	0	0	0	0
ENSMUSG00000128020	0	0	0	0	0	0
ENSMUSG00000128021	0	0	1	0	0	0
ENSMUSG00000128022	0	0	0	1	0	0
ENSMUSG00000128023	5	1	1	3	2	6
ENSMUSG00000128024	0	0	0	0	0	0
ENSMUSG00000128025	0	0	0	0	0	0
ENSMUSG00000128026	0	0	0	0	0	0
ENSMUSG00000128027	0	0	0	0	0	0
ENSMUSG00000128028	14	15	19	23	15	28
ENSMUSG00000128029	0	0	0	0	0	0
ENSMUSG00000128030	0	0	0	1	0	0
ENSMUSG00000128031	22	21	21	11	14	4
ENSMUSG00000128032	1	0	0	0	0	0
ENSMUSG00000128033	3	0	0	0	1	2
ENSMUSG00000128034	18	17	14	12	17	19
ENSMUSG00000128035	3	5	3	10	3	6
ENSMUSG00000128036	0	0	1	0	0	0
ENSMUSG00000128037	0	1	0	0	0	0
ENSMUSG00000128038	0	0	0	0	0	0
ENSMUSG00000128039	0	0	0	0	0	0
ENSMUSG00000128040	0	0	0	0	0	0
ENSMUSG00000128041	0	1	1	1	2	0
ENSMUSG00000128042	0	0	0	0	0	0
ENSMUSG00000128043	0	1	0	0	2	1
ENSMUSG00000128044	0	0	0	0	0	0
ENSMUSG00000128045	19	16	6	14	12	19
ENSMUSG00000128046	3	3	3	5	3	5
ENSMUSG00000128047	0	0	0	0	0	0
ENSMUSG00000128048	0	0	0	0	0	0
ENSMUSG00000128049	0	0	0	0	0	0
ENSMUSG00000128050	2	1	0	0	0	0
ENSMUSG00000128051	0	0	0	0	0	2
ENSMUSG00000128052	0	0	0	0	0	0
ENSMUSG00000128053	1	6	1	2	1	6
ENSMUSG00000128054	0	0	0	0	0	0
ENSMUSG00000128055	0	0	0	0	0	0
ENSMUSG00000128056	0	0	0	0	0	0
ENSMUSG00000128058	0	0	0	1	0	1
ENSMUSG00000128059	0	0	0	0	0	0
ENSMUSG00000128060	0	0	0	0	0	0
ENSMUSG00000128061	4	5	3	20	4	13
ENSMUSG00000128062	0	0	0	0	1	1
ENSMUSG00000128063	0	0	0	0	0	0
ENSMUSG00000128064	0	0	0	0	0	0
ENSMUSG00000128065	0	0	0	0	0	0
ENSMUSG00000128066	0	0	0	0	0	0
ENSMUSG00000128067	0	0	0	0	0	1
ENSMUSG00000128068	105	75	76	140	113	137
ENSMUSG00000128069	0	0	0	0	0	0
ENSMUSG00000128070	0	0	0	1	0	0
ENSMUSG00000128071	0	0	0	0	0	0
ENSMUSG00000128072	1	0	1	1	2	0
ENSMUSG00000128073	0	0	1	2	2	0
ENSMUSG00000128074	0	0	0	0	0	0
ENSMUSG00000128075	0	0	0	0	0	0
ENSMUSG00000128076	6	3	2	5	2	2
ENSMUSG00000128077	0	0	0	0	0	0
ENSMUSG00000128078	0	0	1	1	1	0
ENSMUSG00000128080	0	0	0	0	0	0
ENSMUSG00000128081	3	8	10	26	12	14
ENSMUSG00000128082	0	0	0	0	0	0
ENSMUSG00000128083	6	0	2	5	3	4
ENSMUSG00000128084	0	0	0	0	0	0
ENSMUSG00000128085	0	0	0	0	0	0
ENSMUSG00000128086	10	10	6	11	16	9
ENSMUSG00000128087	0	0	0	1	0	0
ENSMUSG00000128088	0	0	0	0	0	1
ENSMUSG00000128089	0	0	0	0	0	0
ENSMUSG00000128090	0	0	0	0	0	0
ENSMUSG00000128091	0	0	0	0	0	0
ENSMUSG00000128092	3	2	11	9	1	5
ENSMUSG00000128093	1	1	0	0	0	1
ENSMUSG00000128094	0	0	0	0	0	0
ENSMUSG00000128095	4	12	3	7	10	9
ENSMUSG00000128096	0	0	0	0	0	0
ENSMUSG00000128097	0	0	0	0	0	0
ENSMUSG00000128098	0	0	0	0	0	0
ENSMUSG00000128099	0	0	0	0	0	1
ENSMUSG00000128100	4	5	7	7	5	2
ENSMUSG00000128101	33	35	32	38	45	32
ENSMUSG00000128102	0	0	1	0	0	0
ENSMUSG00000128103	0	0	0	0	0	0
ENSMUSG00000128104	15	22	19	22	21	17
ENSMUSG00000128105	0	0	0	0	0	0
ENSMUSG00000128106	0	3	1	1	0	0
ENSMUSG00000128107	3	2	3	2	8	7
ENSMUSG00000128108	0	0	0	2	0	2
ENSMUSG00000128109	0	0	0	0	0	0
ENSMUSG00000128110	0	0	1	0	0	0
ENSMUSG00000128111	1	1	0	1	2	0
ENSMUSG00000128112	0	0	0	0	0	0
ENSMUSG00000128113	0	0	0	0	0	0
ENSMUSG00000128114	1	1	0	3	0	1
ENSMUSG00000128115	0	0	2	1	0	0
ENSMUSG00000128116	0	0	0	0	0	0
ENSMUSG00000128117	0	0	0	0	0	0
ENSMUSG00000128118	2	1	1	0	0	0
ENSMUSG00000128119	1	0	1	2	3	0
ENSMUSG00000128120	0	0	0	0	0	0
ENSMUSG00000128121	0	0	0	0	0	0
ENSMUSG00000128122	0	0	0	0	0	0
ENSMUSG00000128123	0	1	0	0	0	0
ENSMUSG00000128124	0	0	0	0	0	0
ENSMUSG00000128125	84	82	71	62	61	53
ENSMUSG00000128126	0	0	0	0	0	0
ENSMUSG00000128127	0	0	0	0	0	0
ENSMUSG00000128128	0	0	3	0	0	1
ENSMUSG00000128129	15	10	15	16	12	17
ENSMUSG00000128130	0	0	0	2	0	2
ENSMUSG00000128131	0	0	3	0	0	0
ENSMUSG00000128132	0	0	1	0	0	0
ENSMUSG00000128133	0	0	0	0	0	0
ENSMUSG00000128134	4	1	1	2	2	3
ENSMUSG00000128135	5	3	4	1	3	0
ENSMUSG00000128136	0	0	0	0	0	0
ENSMUSG00000128137	0	0	0	0	0	1
ENSMUSG00000128138	4	6	3	2	6	2
ENSMUSG00000128139	1	0	0	1	2	2
ENSMUSG00000128140	1	3	1	1	0	0
ENSMUSG00000128141	7	10	4	7	9	15
ENSMUSG00000128142	7	5	7	3	5	7
ENSMUSG00000128143	3	0	0	4	2	9
ENSMUSG00000128144	35	32	20	20	25	17
ENSMUSG00000128145	2	6	1	0	3	3
ENSMUSG00000128146	3	2	4	3	6	3
ENSMUSG00000128147	0	1	0	1	0	0
ENSMUSG00000128148	2	4	5	7	1	10
ENSMUSG00000128149	0	0	1	0	0	0
ENSMUSG00000128150	1	2	1	4	0	1
ENSMUSG00000128151	1	0	1	0	0	0
ENSMUSG00000128152	0	1	0	0	0	0
ENSMUSG00000128153	0	0	0	0	0	0
ENSMUSG00000128154	27	12	5	12	7	9
ENSMUSG00000128155	4	5	6	2	4	6
ENSMUSG00000128156	0	1	1	1	0	0
ENSMUSG00000128157	0	0	0	0	0	0
ENSMUSG00000128158	0	0	0	0	0	0
ENSMUSG00000128159	2	0	4	0	3	4
ENSMUSG00000128160	9	4	2	5	5	7
ENSMUSG00000128162	0	0	0	0	0	0
ENSMUSG00000128163	0	0	0	3	3	3
ENSMUSG00000128164	0	0	0	0	0	0
ENSMUSG00000128165	0	0	0	0	0	0
ENSMUSG00000128166	2	3	7	3	3	0
ENSMUSG00000128167	9	11	2	8	4	6
ENSMUSG00000128168	0	0	0	0	0	0
ENSMUSG00000128169	0	4	1	0	1	0
ENSMUSG00000128170	1	2	2	2	2	0
ENSMUSG00000128171	0	0	0	0	0	0
ENSMUSG00000128172	0	0	0	0	0	0
ENSMUSG00000128173	0	0	1	0	0	0
ENSMUSG00000128174	1	0	0	0	0	0
ENSMUSG00000128175	0	0	0	0	0	0
ENSMUSG00000128176	0	0	0	0	0	0
ENSMUSG00000128177	1	1	1	0	0	0
ENSMUSG00000128178	0	0	1	0	2	0
ENSMUSG00000128179	0	0	0	0	0	0
ENSMUSG00000128180	3	0	0	1	0	0
ENSMUSG00000128181	37	26	23	40	35	15
ENSMUSG00000128182	0	0	0	0	0	0
ENSMUSG00000128183	0	0	0	0	0	0
ENSMUSG00000128184	0	0	0	0	0	0
ENSMUSG00000128185	0	0	0	0	0	0
ENSMUSG00000128186	0	0	1	0	1	1
ENSMUSG00000128187	0	2	0	1	0	2
ENSMUSG00000128188	0	0	0	0	1	0
ENSMUSG00000128189	0	0	0	0	0	0
ENSMUSG00000128190	5	6	6	3	6	3
ENSMUSG00000128191	0	0	0	0	0	1
ENSMUSG00000128192	0	0	0	0	0	0
ENSMUSG00000128193	3	4	1	3	3	4
ENSMUSG00000128194	0	0	0	0	0	0
ENSMUSG00000128195	0	0	0	0	0	0
ENSMUSG00000128196	0	0	0	0	0	0
ENSMUSG00000128197	0	0	0	0	0	0
ENSMUSG00000128198	0	0	0	0	0	0
ENSMUSG00000128199	2	0	1	2	1	1
ENSMUSG00000128200	0	0	0	0	0	0
ENSMUSG00000128201	3	1	2	1	5	2
ENSMUSG00000128204	0	0	0	0	0	0
ENSMUSG00000128205	0	0	0	1	0	0
ENSMUSG00000128206	1	0	0	0	0	0
ENSMUSG00000128207	0	2	1	1	0	1
ENSMUSG00000128208	19	15	13	12	13	10
ENSMUSG00000128209	0	0	0	0	0	0
ENSMUSG00000128210	0	0	0	0	0	0
ENSMUSG00000128211	0	0	0	0	0	0
ENSMUSG00000128213	18	9	12	9	19	4
ENSMUSG00000128214	6	2	1	3	6	1
ENSMUSG00000128215	1	2	0	1	1	0
ENSMUSG00000128216	0	0	0	0	0	0
ENSMUSG00000128217	0	0	0	0	0	3
ENSMUSG00000128218	2	0	6	1	2	9
ENSMUSG00000128219	0	0	0	0	1	0
ENSMUSG00000128220	0	1	1	0	0	1
ENSMUSG00000128221	0	0	0	0	0	0
ENSMUSG00000128222	19	15	33	39	21	25
ENSMUSG00000128223	0	0	0	0	0	1
ENSMUSG00000128224	1	1	0	0	0	0
ENSMUSG00000128225	0	0	0	0	0	0
ENSMUSG00000128226	0	1	0	0	1	0
ENSMUSG00000128227	0	0	0	0	0	0
ENSMUSG00000128228	0	1	1	0	1	1
ENSMUSG00000128229	0	0	0	0	1	1
ENSMUSG00000128230	0	0	0	0	0	0
ENSMUSG00000128231	0	0	1	2	1	0
ENSMUSG00000128232	0	0	0	0	0	0
ENSMUSG00000128233	0	0	0	0	0	0
ENSMUSG00000128234	0	0	0	0	0	0
ENSMUSG00000128235	0	0	0	0	0	0
ENSMUSG00000128236	0	0	1	4	1	1
ENSMUSG00000128237	0	0	0	0	0	0
ENSMUSG00000128238	0	0	0	0	0	0
ENSMUSG00000128239	0	0	0	0	0	0
ENSMUSG00000128240	0	0	0	0	0	0
ENSMUSG00000128241	0	0	1	0	0	0
ENSMUSG00000128242	5	0	2	0	0	1
ENSMUSG00000128243	1	0	0	0	0	1
ENSMUSG00000128244	0	0	0	0	0	0
ENSMUSG00000128245	2	2	1	0	2	1
ENSMUSG00000128246	0	0	0	0	0	0
ENSMUSG00000128247	2	0	4	5	0	3
ENSMUSG00000128248	1	1	1	1	0	0
ENSMUSG00000128249	0	0	0	0	0	0
ENSMUSG00000128250	0	0	0	0	1	1
ENSMUSG00000128251	60	49	48	38	38	33
ENSMUSG00000128252	0	0	0	0	0	0
ENSMUSG00000128253	11	12	11	20	7	13
ENSMUSG00000128254	4	3	4	7	7	1
ENSMUSG00000128255	0	0	0	0	0	0
ENSMUSG00000128256	20	24	31	40	49	32
ENSMUSG00000128257	0	0	0	0	0	0
ENSMUSG00000128258	0	0	0	0	0	0
ENSMUSG00000128259	2	0	1	2	0	1
ENSMUSG00000128260	18	16	5	8	13	20
ENSMUSG00000128261	0	0	0	0	0	0
ENSMUSG00000128262	377	362	308	324	301	245
ENSMUSG00000128263	0	0	0	0	0	0
ENSMUSG00000128264	0	0	0	1	0	0
ENSMUSG00000128265	0	0	0	2	0	0
ENSMUSG00000128266	0	2	1	1	2	1
ENSMUSG00000128267	1	1	2	0	1	1
ENSMUSG00000128268	0	0	0	3	0	3
ENSMUSG00000128269	0	0	0	0	0	1
ENSMUSG00000128270	0	0	0	1	0	0
ENSMUSG00000128271	2	0	4	2	1	4
ENSMUSG00000128272	0	0	0	0	3	0
ENSMUSG00000128273	0	0	0	0	0	0
ENSMUSG00000128274	0	0	1	0	0	0
ENSMUSG00000128275	0	0	0	0	0	0
ENSMUSG00000128276	0	0	0	0	0	0
ENSMUSG00000128277	3	5	2	5	3	2
ENSMUSG00000128278	0	0	0	0	0	0
ENSMUSG00000128279	8	3	9	8	11	12
ENSMUSG00000128280	1	0	0	0	1	0
ENSMUSG00000128281	0	0	0	1	1	0
ENSMUSG00000128282	0	0	1	1	1	0
ENSMUSG00000128283	0	0	0	0	0	0
ENSMUSG00000128284	17	12	17	8	14	14
ENSMUSG00000128285	0	0	0	0	0	0
ENSMUSG00000128286	0	0	0	0	0	0
ENSMUSG00000128287	0	0	0	0	0	0
ENSMUSG00000128288	1	1	1	3	1	2
ENSMUSG00000128289	0	0	0	0	0	0
ENSMUSG00000128290	0	0	0	0	0	0
ENSMUSG00000128291	0	0	0	0	0	0
ENSMUSG00000128292	0	0	0	0	0	0
ENSMUSG00000128293	0	0	0	0	0	0
ENSMUSG00000128294	0	2	1	1	5	0
ENSMUSG00000128295	1	0	0	0	2	1
ENSMUSG00000128296	0	0	0	0	0	0
ENSMUSG00000128297	0	1	3	0	0	0
ENSMUSG00000128298	0	0	0	0	0	0
ENSMUSG00000128299	0	1	0	0	0	0
ENSMUSG00000128300	0	0	0	2	1	0
ENSMUSG00000128301	1	1	1	8	1	9
ENSMUSG00000128302	0	3	0	1	0	0
ENSMUSG00000128303	1	0	0	0	0	2
ENSMUSG00000128304	0	0	0	0	0	0
ENSMUSG00000128305	0	0	0	0	0	0
ENSMUSG00000128306	0	0	0	0	0	0
ENSMUSG00000128307	0	0	0	0	0	0
ENSMUSG00000128308	6	7	3	6	5	5
ENSMUSG00000128309	0	0	0	1	1	0
ENSMUSG00000128310	0	0	0	0	0	0
ENSMUSG00000128311	2	1	1	3	4	7
ENSMUSG00000128312	134	134	108	104	115	79
ENSMUSG00000128313	2	1	1	1	0	1
ENSMUSG00000128315	0	0	0	0	0	0
ENSMUSG00000128316	0	0	0	0	0	0
ENSMUSG00000128317	0	0	0	0	0	2
ENSMUSG00000128318	0	0	0	0	0	0
ENSMUSG00000128319	0	0	0	0	0	0
ENSMUSG00000128320	0	0	0	0	0	0
ENSMUSG00000128321	0	0	0	0	1	1
ENSMUSG00000128322	0	0	0	0	0	0
ENSMUSG00000128324	30	19	24	48	30	46
ENSMUSG00000128325	0	0	0	0	0	0
ENSMUSG00000128326	0	0	0	0	0	0
ENSMUSG00000128327	0	0	0	0	0	0
ENSMUSG00000128328	0	0	0	0	0	0
ENSMUSG00000128329	0	0	0	0	0	0
ENSMUSG00000128330	19	15	17	29	20	26
ENSMUSG00000128331	0	0	0	0	0	0
ENSMUSG00000128332	0	0	0	0	0	0
ENSMUSG00000128333	0	0	0	0	0	0
ENSMUSG00000128334	0	0	0	0	0	0
ENSMUSG00000128335	0	0	0	1	0	1
ENSMUSG00000128336	0	0	0	0	0	0
ENSMUSG00000128337	0	0	0	0	0	1
ENSMUSG00000128338	2	0	1	0	1	0
ENSMUSG00000128339	0	0	0	0	0	0
ENSMUSG00000128340	1	0	0	0	0	0
ENSMUSG00000128341	9	5	9	7	5	10
ENSMUSG00000128342	0	2	2	3	0	2
ENSMUSG00000128343	0	0	0	0	0	0
ENSMUSG00000128344	0	0	0	0	0	0
ENSMUSG00000128345	8	6	4	5	11	1
ENSMUSG00000128346	0	0	0	0	0	2
ENSMUSG00000128347	0	0	0	0	0	0
ENSMUSG00000128348	0	0	0	0	0	0
ENSMUSG00000128349	0	0	0	0	0	0
ENSMUSG00000128350	0	0	0	0	0	0
ENSMUSG00000128351	0	0	0	0	0	0
ENSMUSG00000128352	10	10	10	8	10	5
ENSMUSG00000128353	0	0	0	0	0	0
ENSMUSG00000128354	0	1	0	0	0	0
ENSMUSG00000128355	0	0	0	0	0	0
ENSMUSG00000128356	2	0	0	0	0	0
ENSMUSG00000128357	0	0	0	0	0	0
ENSMUSG00000128358	0	0	0	0	0	0
